"Proposta","Processo","Endereço","Distrito","Área Terreno (m2)","Área Excedente (m2)","Valor Contrapartida (R$)"
"1543","2010-0.324.099-9","R  ISABEL 00506","PENHA","75,00","59,51","9.176,44"
"1544","2010-0.059.765-9","R  SAO CONSTANCIO 00384 E 392","VILA FORMOSA","1.546,00","773,00","120.819,90"
"1545","2010-0.291.722-7","R  FRANCA PINTO 00136 E 140","VILA MARIANA","2.392,50","2.392,50","1.788.633,00"
"1546","2010-0.239.053-9","R  DIONISIO DA COSTA 00123","VILA MARIANA","2.961,92","986,32","333.074,35"
"1547","2010-0.191.867-0","R  DIONISIO DA COSTA 00160","VILA MARIANA","1.190,00","609,69","232.703,43"
"1548","2007-0.352.755-6","R  MARIE NADER CALFAT 99999 LT 13 QD D JD AM","VILA ANDRADE","1.134,00","774,34","166.972,48"
"1549","2010-0.071.662-3","R  PADRE MACHADO 00515","SAUDE","1.336,76","265,45","92.814,59"
"1549","2010-0.071.662-3","R  PADRE MACHADO 00515","SAUDE","1.336,76","668,15","233.618,65"
"1550","2005-0.022.073-1","R  FRANCA PINTO 01287 CS1","VILA MARIANA","1.586,00","1.215,76","655.744,47"
"1551","2010-0.349.309-9","R  MARECHAL BARBACENA 00968","VILA FORMOSA","2.498,87","4.997,34","1.461.721,95"
"1552","2011-0.111.570-6","R  GUAICURUS 01195","LAPA","0,00","1.509,83","0,00"
"1553","2010-0.028.097-3","R  NINO CRESPI 00043","CIDADE DUTRA","125,72","11,36","1.451,81"
"1554","2010-0.326.563-0","AV FIM DE SEMANA 99999 LT 3 QD 7","JARDIM SAO LUIS","2.250,00","2.025,99","246.765,58"
"1555","2011-0.057.847-8","R  SAO TICIANO 00251 255 257 259","VILA FORMOSA","1.479,81","2.944,65","588.341,07"
"1556","2011-0.125.512-5","AV DE PINEDO 00905","SOCORRO","3.280,00","600,00","49.680,00"
"1556","2011-0.125.512-5","AV DE PINEDO 00905","SOCORRO","3.280,00","1.640,00","135.792,00"
"1557","2010-0.282.272-2","R  CORREIA DE LEMOS 00571","SAUDE","2.697,22","1.348,28","368.552,34"
"1558","2010-0.263.429-2","R  TOMAS CARVALHAL 00607","VILA MARIANA","2.525,00","1.893,75","2.056.309,50"
"1559","2010-0.281.954-3","R  CUIETE VELHO 00035 LT 12 13 QD 58","ERMELINO MATARAZZO","1.111,50","188,93","11.918,46"
"1560","2010-0.292.794-0","R  AFONSO PENA 00408","BOM RETIRO","961,52","491,27","141.780,52"
"1561","2010-0.083.304-2","R  VITORIO RAMALHO 00086","TATUAPE","2.220,15","4.440,26","997.726,42"
"1562","2010-0.263.236-2","R  JORGE DOS SANTOS 00061","ITAIM PAULISTA","8.150,00","1.345,96","78.532,73"
"1562","2010-0.263.236-2","R  JORGE DOS SANTOS 00061","ITAIM PAULISTA","8.150,00","3.965,64","128.546,22"
"1563","2011-0.114.869-8","R  DAMIANA DA CUNHA 00125 E 127","SANTANA","1.906,07","954,14","230.758,76"
"1564","2010-0.330.226-9","AV GENERAL ATALIBA LEONEL 01223","SANTANA","1.176,75","1.765,05","633.829,46"
"1565","2010-0.200.926-6","R  DONA BRIGIDA 99999 LT4","VILA MARIANA","96,00","12,40","8.055,04"
"1566","2010-0.253.340-2","R  CORREIA DE LEMOS 00637","SAUDE","2.553,22","1.276,57","333.759,23"
"1567","2011-0.089.949-5","AV RAIMUNDO P.DE MAGALHAES 02820","PIRITUBA","5.000,00","701,05","67.195,64"
"1567","2011-0.089.949-5","AV RAIMUNDO P.DE MAGALHAES 02820","PIRITUBA","5.000,00","1.470,06","78.280,70"
"1568","2011-0.113.401-8","R  PROF CIRIDIAO BUARQUE 00114","PERDIZES","3.810,11","2.323,47","973.738,40"
"1569","2010-0.071.280-6","R  COMENDADOR GABRIEL COTTI 00113","PIRITUBA","1.014,83","801,76","78.147,55"
"1570","2007-0.397.281-9","R  XINGUTANEA 00095 E 107","CIDADE LIDER","309,50","171,14","4.320,43"
"1571","2011-0.142.750-3","R  CONSELHEIRO SARAIVA 00203 E 205","SANTANA","0,00","171,24","0,00"
"1572","2006-0.017.844-3","R  FRANCA PINTO 00115 123","VILA MARIANA","1.840,05","153,46","0,00"
"1573","2010-0.209.131-0","R AIMBERE 02048","PERDIZES","880,00","615,38","265.686,62"
"1574","2010-0.177.278-0","R  DOUTOR GABRIEL DOS SANTOS 00121","SANTA CECILIA","880,00","399,92","220.155,96"
"1575","2003-0.334.291-5","R  JERONIMA DIAS 00312","SANTANA","2.108,50","1.433,36","175.464,05"
"1576","2010-0.349.333-1","R  MARACA 00301","JABAQUARA","3.433,00","1.691,08","321.136,09"
"1577","2010-0.328.347-7","R  CASTRO ALVES 00457","LIBERDADE","958,22","479,26","213.869,78"
"1578","2008-0.077.753-7","R VOLUNTARIOS DA PATRIA 02912","SANTANA","1.200,00","593,30","220.114,30"
"1579","2010-0.132.264-5","R  JOAO VENTURA BATISTA 00068","VILA GUILHERME","580,00","56,09","7.387,05"
"1580","2011-0.063.206-5","AV GENERAL ATALIBA LEONEL 99999","TUCURUVI","2.847,46","5.628,16","874.616,06"
"1581","2011-0.132.222-1","R VOLUNTARIOS DA PATRIA 02424","SANTANA","2.598,06","1.276,55","486.557,03"
"1582","2010-0.346.699-7","R  TORQUATO TASSO 99999","VILA PRUDENTE","836,08","880,00","133.584,00"
"1583","2010-0.084.619-5","AV ANGELICA 02067","CONSOLACAO","1.148,35","2.281,49","2.676.529,99"
"1584","2010-0.015.930-9","AV ADOLFO PINHEIRO 02384","SANTO AMARO","1.569,20","1.576,21","1.211.790,25"
"1585","2010-0.241.486-1","R  VERGUEIRO 01003 E1009","LIBERDADE","1.005,81","2.010,68","914.155,66"
"1586","2010-0.270.165-8","R  COMENDADOR EDUARDO SACCAB 00215 ANT 207","CAMPO BELO","1.575,00","2.362,49","2.338.865,10"
"1587","2009-0.108.618-1","R VOLUNTARIOS DA PATRIA 00596 E 598","SANTANA","6.233,00","12.079,49","0,00"
"1588","2011-0.012.599-6","R  JOAO DE SOUSA DIAS 00072 QD 239","CAMPO BELO","2.000,00","1.000,00","325.150,00"
"1589","2010-0.027.445-0","R  SALVADOR DE EDRA 00003","SAUDE","673,95","70,95","21.823,30"
"1590","2010-0.257.905-4","R  BENJAMIN PEREIRA 99999","JACANA","8.379,22","887,87","116.532,94"
"1590","2010-0.257.905-4","R  BENJAMIN PEREIRA 99999","JACANA","8.379,22","4.027,84","453.132,00"
"1591","2010-0.230.244-3","R  MONTE CASEROS 00276","BUTANTA","2.019,40","1.817,21","397.985,34"
"1592","2011-0.031.287-7","AV DAS NACOES UNIDAS 20003","SANTO AMARO","0,00","12.984,69","0,00"
"1593","2011-0.065.227-9","AV GUILHERME GIORGI 00555","CARRAO","625,00","250,00","96.775,00"
"1594","2011-0.130.992-6","R  AMARAL GAMA 00426 428","SANTANA","991,50","1.983,00","614.234,25"
"1595","2008-0.331.156-3","R  SILVA NETO 00064 68 E 70","PIRITUBA","540,00","58,80","10.207,68"
"1596","2010-0.305.396-0","R  DOUTOR ANTONIO BENTO 00536","SANTO AMARO","1.702,09","2.544,03","701.134,67"
"1597","2010-0.103.984-6","AV PROFESSOR LUIZ I. ANHAIA MELLO 99999 JD AIDA","SAPOPEMBA","17.519,65","12.335,90","769.760,16"
"1598","2011-0.011.143-0","R GENERAL NESTOR PASSOS 00206","MANDAQUI","1.102,28","1.087,28","300.361,10"
"1599","2011-0.139.666-7","R  BIGUACU 00286","CARRAO","1.012,11","2.024,22","283.593,22"
"1600","2011-0.082.739-7","R  JOSE NEVES 01022","CIDADE ADEMAR","4.191,77","4.064,84","1.063.362,14"
"1601","2010-0.217.106-3","R  JOSE INACIO DE OLIVEIRA 99999","CASA VERDE","1.145,11","1.717,59","154.583,10"
"1602","2004-0.303.761-8","AV ELISIO TEIXEIRA LEITE 01095","FREGUESIA DO O","1.100,00","549,89","61.450,21"
"1603","2010-0.290.454-0","R  JOAO DE LAET 99999 LT 20 E 21 QD B","MANDAQUI","1.076,00","644,58","122.697,41"
"1604","2009-0.369.481-2","R  NELSON FRANCISCO 99999 LT 58 QD 5","LIMAO","4.323,47","6.483,93","1.260.151,80"
"1605","2011-0.145.094-7","R  VISCONDE DE GUARATIBA 99999","CURSINO","2.055,00","1.809,00","457.134,30"
"1606","2010-0.348.250-0","R  JOAO MOURA 00661 E 653","JARDIM PAULISTA","1.213,80","606,00","563.943,60"
"1607","2010-0.279.531-8","R  PANTOJO 00725","AGUA RASA","3.382,25","3.382,25","788.402,48"
"1608","2011-0.025.489-3","R  ANGA 00860 870 894 896","VILA FORMOSA","5.681,43","11.342,38","2.235.583,10"
"1609","2011-0.013.475-8","R  FRANCISCO COIMBRA 00313 /321","PENHA","2.385,34","1.811,45","294.541,77"
"1610","2010-0.106.312-7","R  SARA DE MEDEIROS 00006","VILA MEDEIROS","60,80","11,46","1.952,78"
"1611","2005-0.022.244-0","R PROFESSOR APRIGIO GONZAGA 00468 E 468 FDS","SAUDE","1.596,33","1.051,02","271.801,65"
"1612","2007-0.208.043-4","R  JOSE ARZAO 99999 ANTIGO 7","VILA ANDRADE","6.654,20","2.899,08","365.284,08"
"1612","2007-0.208.043-4","R  JOSE ARZAO 99999 ANTIGO 7","VILA ANDRADE","6.654,20","2.924,22","368.451,72"
"1613","2010-0.198.607-1","R  JOSE ANTONIO COELHO 00801 809","VILA MARIANA","2.432,20","723,82","864.241,08"
"1614","2009-0.336.563-0","R  DOUTOR FERREIRA LOPES 00653","CAMPO GRANDE","382,00","148,60","54.090,40"
"1615","2010-0.305.283-1","R  JERICINO 00421","CARRAO","1.577,89","788,94","102.246,62"
"1616","2010-0.342.716-9","AV ADOLFO PINHEIRO 99999","SANTO AMARO","1.479,93","2.219,87","1.806.086,23"
"1617","2011-0.091.696-9","R  ASSIS 00158","SANTA CECILIA","1.082,00","3.245,70","1.228.172,88"
"1618","2010-0.347.947-9","R  NELSON GAMA DE OLIVEIRA 99999 LT 1 QD 157 VL A","VILA ANDRADE","3.686,41","3.575,00","526.068,40"
"1619","2011-0.074.554-4","R  CARLOS STEINEN 00596","VILA MARIANA","3.284,69","946,44","751.648,45"
"1620","2011-0.127.319-0","AV ROUXINOL 00074","MOEMA","1.668,80","1.668,80","1.605.051,84"
"1621","2009-0.373.916-6","R  ANTONIO CAMARDO 00600","TATUAPE","1.604,64","1.604,64","1.155.788,49"
"1622","2010-0.302.002-6","AV MELCHERT 00059 49","VILA MATILDE","8.086,61","2.162,83","214.366,73"
"1623","2010-0.340.484-3","AV MARIO LOPES LEAO 00049","SANTO AMARO","6.501,56","12.905,61","4.790.562,43"
"1624","2010-0.283.869-6","R  ANHAIA 00693 E 693A","BOM RETIRO","3.255,94","6.338,59","1.504.147,41"
"1625","2010-0.059.794-2","AL CLEVELAND 00397 E 415","SANTA CECILIA","2.160,18","17,56","8.414,75"
"1626","2011-0.117.592-0","R  DA MEACAO 00186","VILA FORMOSA","2.000,00","3.999,48","1.115.854,92"
"1627","2011-0.047.304-8","R  VERGUEIRO 99999","VILA MARIANA","740,00","25,57","0,00"
"1628","2011-0.103.960-0","R  MARIA DAFFRE 00235 275 293","VILA PRUDENTE","5.776,45","2.620,32","298.716,48"
"1629","2010-0.254.260-6","AV INTERLAGOS 05366 LT 1 QD B","SOCORRO","576,40","99,19","23.468,35"
"1630","2011-0.072.495-4","AL DOS NHAMBIQUARAS 01525 E 1519","MOEMA","1.850,00","1.849,67","1.913.298,65"
"1631","2010-0.342.187-0","R  ARTUR DE AZEVEDO 01212","PINHEIROS","696,45","347,61","258.256,85"
"1632","2010-0.134.237-9","R  DOUTOR ZUQUIM 00937 941","SANTANA","1.824,08","912,04","188.518,67"
"1633","2010-0.350.442-2","R  SERRA DE BOTUCATU 99999","TATUAPE","1.496,08","1.496,04","641.501,95"
"1634","2011-0.034.745-0","AV DOUTOR EDUARDO COTCHING 00527 527 FD","VILA FORMOSA","2.350,00","1.175,00","242.872,50"
"1635","2010-0.348.681-5","AV DOUTOR RICARDO JAFET 01600","VILA MARIANA","2.950,00","200,00","156.600,00"
"1635","2010-0.348.681-5","AV DOUTOR RICARDO JAFET 01600","VILA MARIANA","2.950,00","2.600,00","1.721.200,00"
"1636","2009-0.303.278-0","R  GUILHERMINA 00000 LT 1 QD B","MANDAQUI","738,00","569,28","82.498,63"
"1637","2011-0.100.769-5","AV DOUTOR EDUARDO COTCHING 01877 1885 1897 1899 E","VILA FORMOSA","1.812,00","3.216,51","763.277,82"
"1638","2011-0.021.223-6","R  BENTO BRANCO DE ANDRADE FILHO 00400","SANTO AMARO","25.424,50","23.445,16","11.516.262,59"
"1638","2011-0.021.223-6","R  BENTO BRANCO DE ANDRADE FILHO 00400","SANTO AMARO","25.424,50","12.273,60","4.521.594,24"
"1639","2007-0.397.298-3","AV REGENTE FEIJO 01700 LTS 20 A 23","VILA FORMOSA","4.410,00","2.018,50","759.965,25"
"1640","2011-0.169.517-6","AV POMPEIA 00634","PERDIZES","1.996,50","1.878,46","2.306.748,88"
"1641","2011-0.024.626-2","R  COPACABANA 00099 E 105","SANTANA","2.832,72","2.217,40","753.095,56"
"1642","2011-0.147.017-4","","LIBERDADE","0,00","853,12","0,00"
"1643","2009-0.347.310-7","AV NOVE DE JULHO 03013","JARDIM PAULISTA","1.290,00","640,93","879.868,70"
"1644","2010-0.272.454-2","AV PORTUGAL 00475","ITAIM BIBI","1.000,00","500,00","265.000,00"
"1645","2011-0.187.240-0","R TENENTE MANOEL VICENTE 00033","SANTANA","2.963,18","2.464,29","945.784,64"
"1646","2010-0.330.829-1","R  MOSSAMEDES 00267","TATUAPE","3.245,60","3.223,30","1.127.026,85"
"1647","2011-0.172.273-4","R  CRUZEIRO 00558","SANTA CECILIA","4.169,00","5.229,06","2.338.435,63"
"1648","2011-0.149.328-0","AV PAULISTA 02537","JARDIM PAULISTA","3.237,01","3.118,85","18.018.220,22"
"1649","2011-0.124.389-5","R  LEONCIO DE CARVALHO 00127","VILA MARIANA","1.497,00","1.497,00","2.071.099,50"
"1650","2009-0.319.478-0","R  VISCONDE DE INHAUMA 00178 178 FDS","SAUDE","1.748,00","861,36","229.423,24"
"1651","2010-0.034.951-5","AV NOVA CANTAREIRA 99999","SANTANA","1.438,96","1.438,40","724.953,60"
"1652","2010-0.233.097-8","R  NEWTON PRADO 00761 E 767","BOM RETIRO","5.198,90","660,33","130.547,24"
"1653","2011-0.075.174-9","R  JOSE DA SILVA RIBEIRO 99999 LT-1 QD-148","VILA ANDRADE","3.126,80","1.561,80","175.546,32"
"1654","2011-0.119.422-3","R  ITAPETI 00816","TATUAPE","2.815,00","2.815,00","1.041.409,25"
"1655","2007-0.372.172-7","R  COTOXO 00815 E 817","PERDIZES","500,00","250,00","170.625,00"
"1656","2011-0.180.834-5","R  SANTA MARIA 00257","TATUAPE","11.378,65","11.378,65","2.445.271,89"
"1657","2009-0.119.533-9","R  ELOI CERQUEIRA 99999","BELEM","1.496,00","1.148,90","200.597,94"
"1658","2010-0.307.220-4","R  CESAR ZAMA 00020","SANTANA","2.828,49","2.828,49","1.130.264,60"
"1659","2010-0.331.113-6","R  AUGUSTA 99999 509","CONSOLACAO","1.639,00","3.278,00","3.089.187,20"
"1660","2011-0.090.282-8","R  JOSE DA SILVA RIBEIRO 99999 LT-6 QD-148","VILA ANDRADE","3.470,80","1.730,19","194.473,36"
"1661","2010-0.157.247-1","R  JOAQUIM ANTUNES 00840","PINHEIROS","1.627,51","813,29","457.719,61"
"1662","2011-0.146.574-0","R  JAMES HOLLAND 00432","SANTA CECILIA","1.500,00","2.950,00","595.900,00"
"1663","2011-0.146.616-9","R  JAMES HOLLAND 00432","SANTA CECILIA","1.500,00","2.351,24","505.046,35"
"1664","2009-0.323.235-5","R  SEVERA 01041","VILA MARIA","915,70","1.372,86","280.887,16"
"1665","2011-0.188.733-4","R  BIMBARRA 00035 39","VILA FORMOSA","1.173,00","1.736,04","620.651,66"
"1666","2011-0.052.249-9","R  COARI 00182","PERDIZES","3.835,03","3.835,03","2.199.773,21"
"1667","2010-0.177.177-6","AV LAVANDISCA 99999 AO LADO N.765","MOEMA","1.480,00","740,00","746.808,00"
"1668","2011-0.071.284-0","R  INACIO PEREIRA DA ROCHA 00142","PINHEIROS","1.913,98","2.608,85","2.787.034,46"
"1669","2011-0.218.887-1","R  IOSOJI IAMAGUTI 00051 R. MIGUEL","RIO PEQUENO","3.744,00","1.432,97","150.461,85"
"1670","2011-0.228.367-0","R  GUERINO GIOVANI LEARDINI 99999","PIRITUBA","4.372,00","641,02","59.364,86"
"1670","2011-0.228.367-0","R  GUERINO GIOVANI LEARDINI 99999","PIRITUBA","4.372,00","1.331,98","68.530,37"
"1671","2010-0.086.824-5","R  DOUTOR LUIZ MIGLIANO 99999 LT- 19 QD-22","VILA ANDRADE","2.954,00","1.441,68","299.292,77"
"1672","2010-0.021.534-9","R  BELCHIOR DE ORDAS 99999","VILA MARIA","1.340,21","670,04","63.519,79"
"1673","2011-0.171.838-9","R  SERRA DE BRAGANCA 99999","TATUAPE","6.300,00","3.123,10","1.322.632,85"
"1674","2011-0.152.800-8","R  NHU-GUACU 00065","CAMPO BELO","1.333,36","1.648,99","874.492,38"
"1675","2010-0.349.269-6","R  SERRA DA BOCAINA 00194","BELEM","6.399,80","3.199,77","393.571,71"
"1676","2008-0.323.984-6","PC RODRIGUES DE ABREU 00228","VILA MARIANA","702,50","156,74","347.335,84"
"1677","2011-0.108.511-4","R  MAURICIO DE LACERDA 00569","SAUDE","1.000,00","304,60","77.646,20"
"1678","2010-0.282.257-9","R  GUARARAPES 00289","ITAIM BIBI","3.500,00","1.750,00","952.000,00"
"1679","2011-0.127.331-0","R  GIESTAS 00164 168","VILA PRUDENTE","2.636,39","1.869,01","276.987,28"
"1680","2010-0.284.412-2","R  JOAO MARTINS BUENO 00068 ANT 19","TUCURUVI","1.267,00","1.267,00","134.555,40"
"1681","2010-0.222.610-0","AV BOTURUSSU 00462 E 466 FDS","ERMELINO MATARAZZO","618,14","150,75","15.527,25"
"1682","2010-0.287.322-0","R  VENTURA CARNEIRO 99999 LT 6 QD E","CACHOEIRINHA","969,00","49,52","8.819,51"
"1683","2010-0.352.717-1","AV OTACILIO TOMANIK 01562 FAZ INVERNADA","RIO PEQUENO","531,00","794,74","234.766,20"
"1684","2011-0.093.826-1","AL LORENA 00275","JARDIM PAULISTA","1.385,90","692,95","1.135.745,05"
"1685","2011-0.171.850-8","R  JOSE AUGUSTO PENTEADO 00091","PERDIZES","1.773,79","2.450,39","1.656.228,40"
"1686","2011-0.111.826-8","R  MARTINS PENA 99999","TATUAPE","2.000,00","1.999,76","412.250,52"
"1687","2011-0.132.083-0","R  SENADOR CESAR L VERGUEIRO 00522","ALTO DE PINHEIROS","720,00","718,24","943.767,36"
"1688","2011-0.096.349-5","AV PROF FRANCISCO MORATO 04886","VILA SONIA","4.970,00","500,19","58.522,23"
"1688","2011-0.096.349-5","AV PROF FRANCISCO MORATO 04886","VILA SONIA","4.970,00","9.436,66","1.324.907,06"
"1688","2011-0.096.349-5","AV PROF FRANCISCO MORATO 04886","VILA SONIA","4.970,00","9.496,14","1.253.490,48"
"1689","2011-0.028.611-6","AV SAO JOAO 01439","SANTA CECILIA","2.224,86","1.107,24","318.220,78"
"1690","2010-0.316.433-8","R  AZEVEDO SOARES 01032 1040 1050","TATUAPE","1.500,00","2.249,90","2.098.706,72"
"1691","2011-0.168.827-7","R  TUCUNA 00127","PERDIZES","1.001,57","93,93","43.757,10"
"1692","2010-0.180.617-0","R  CASCADO 99999 LT 3 QD 136","VILA ANDRADE","9.505,30","4.235,57","857.279,37"
"1693","2011-0.126.700-0","R  BARAO DO BANANAL 01092","PERDIZES","2.897,00","5.744,69","2.093.077,80"
"1694","2002-0.301.247-6","R  ANTONIO PEREIRA DE SOUSA 00340","SANTANA","1.626,45","1.131,30","246.397,14"
"1695","2007-0.168.197-3","AV PRESIDENTE CASTELO BRANCO 99999","BOM RETIRO","28.834,91","5.059,40","1.806.205,80"
"1696","2011-0.213.186-1","AV CUPECE 01708 1730","CIDADE ADEMAR","4.945,71","4.612,97","572.930,87"
"1697","2011-0.182.210-0","PC GENERAL ARARIPE DE FARIA 00030 F 32 E 38","BUTANTA","1.049,00","524,49","92.520,04"
"1698","2011-0.125.811-6","R  CORREIA DE LEMOS 00448","SAUDE","4.336,30","2.160,09","572.315,85"
"1699","2011-0.173.491-0","R  MAJOR FREIRE 99999 ANT N 364 E 366","SAUDE","1.342,06","671,03","144.439,21"
"1700","2011-0.236.718-0","AV WASHINGTON LUIS 99999 JTO AO 6675","CAMPO BELO","1.513,70","3.027,40","1.063.979,73"
"1701","2011-0.022.537-0","R  CATULO DA PAIXAO CEARENSE 00388","SAUDE","1.657,00","828,45","218.338,00"
"1702","2011-0.061.212-9","R  HAVAI 00272","PERDIZES","3.625,00","3.356,73","1.642.515,12"
"1703","2010-0.347.670-4","R  AMBRIZETTE 99999 LT 6 QD D","VILA ANDRADE","5.612,60","2.864,18","769.318,75"
"1704","2011-0.119.153-4","R  DOM SALOMAO FERRAZ 00004 LT 10 QD 20 VL A","VILA ANDRADE","2.265,97","1.662,06","131.847,90"
"1705","2011-0.131.260-9","R  AMBRIZETTE 99999 LT 4 QD A","VILA ANDRADE","2.095,40","2.322,44","847.802,08"
"1706","2011-0.012.422-1","R  GUIRATINGA 99999","SAUDE","1.500,61","750,28","197.211,10"
"1707","2010-0.292.083-0","R  JOSE DA SILVA RIBEIRO 99999 LT-14 QD-149","VILA ANDRADE","4.104,60","2.048,74","230.278,38"
"1708","2011-0.089.487-6","R  SANTA CRUZ 99999","VILA MARIANA","2.093,55","1.046,77","531.235,78"
"1709","2010-0.189.157-7","R  MARIA CELINA 00144","CURSINO","4.735,00","9.420,81","2.423.503,37"
"1710","2011-0.125.402-1","R  CATERINO CAVOS 99999 LT 162 QD 5","JABAQUARA","1.536,00","1.343,00","141.015,00"
"1711","2011-0.168.061-6","R  MARIZ E BARROS 00336","VILA MARIANA","2.498,35","2.421,19","1.174.892,13"
"1712","2010-0.350.171-7","AV AMADOR BUENO DA VEIGA 01238","PENHA","2.780,00","1.390,00","262.710,00"
"1713","2011-0.046.220-8","R  DO IMPERADOR 01917 1925-1927","VILA MARIA","2.658,47","1.320,92","135.130,12"
"1714","2011-0.130.861-0","R  ITANHAEM 00271","VILA PRUDENTE","5.279,50","5.131,31","777.393,47"
"1715","2011-0.189.431-4","R  JOSE DOS REIS 00395","VILA PRUDENTE","2.930,70","4.391,02","1.053.844,80"
"1716","2011-0.059.755-3","AV CONSELHEIRO CARRAO 99999","CARRAO","3.950,00","1.894,50","440.281,80"
"1717","2010-0.287.161-8","R  DOS AMERICANOS 00143 185","SANTA CECILIA","4.829,09","9.644,22","1.733.066,33"
"1718","2011-0.062.360-0","R  HENRIQUE SERTORIO 00564","TATUAPE","3.780,00","5.108,83","1.230.206,26"
"1718","2011-0.062.360-0","R  HENRIQUE SERTORIO 00564","TATUAPE","3.780,00","2.451,17","516.461,52"
"1719","2009-0.102.990-0","AV TIRADENTES 00188 A 204","BOM RETIRO","10.173,25","9.366,79","1.881.788,11"
"1719","2009-0.102.990-0","AV TIRADENTES 00188 A 204","BOM RETIRO","10.173,25","2.830,91","487.482,70"
"1720","2011-0.103.818-3","R  CARLOS VILLALVA 00112","JABAQUARA","2.254,00","1.127,00","250.081,30"
"1721","2010-0.342.739-8","R  CATEQUESE 00247","BUTANTA","1.500,00","1.500,00","607.950,00"
"1722","2011-0.229.768-9","R  AUGUSTA 00896","CONSOLACAO","1.655,70","3.307,45","3.150.842,24"
"1723","2010-0.347.942-8","R  CHAPADA VELHA 99999 LT 15 QD 42 VL A","VILA ANDRADE","4.711,00","4.557,29","611.697,69"
"1724","2010-0.347.944-4","R  CHAPADA VELHA 99999 LT 10 QD 42 VL A","VILA ANDRADE","4.425,50","4.916,89","702.721,92"
"1725","2011-0.189.672-4","R  CAYOWAA 00588","PERDIZES","936,00","468,00","271.908,00"
"1726","2010-0.097.355-3","R  DOUTOR COSTA JUNIOR 00348","BARRA FUNDA","2.500,00","3.717,57","2.066.017,22"
"1727","2010-0.246.565-2","AV MAZZEI 00718","TUCURUVI","735,50","349,69","62.069,98"
"1728","2011-0.306.308-8","","SANTANA","0,00","450,00","0,00"
"1729","2011-0.229.800-6","R  VISCONDE DE ITABORAI 00090","TATUAPE","1.057,24","2.109,22","870.686,02"
"1730","2010-0.345.761-0","R MANUEL GAYA 00945","TUCURUVI","3.372,00","3.333,34","323.000,65"
"1731","2009-0.292.584-5","R  JAMES HOLLAND 00112","SANTA CECILIA","894,55","670,23","94.019,86"
"1732","2010-0.277.324-1","R  DANIEL ROSSI 00247","SANTANA","920,00","1.839,98","425.587,37"
"1733","2010-0.195.375-0","R  DONA ANTONIA DE QUEIROS 00505","CONSOLACAO","2.014,00","3.907,88","3.188.830,08"
"1734","2010-0.281.724-9","R  SIQUEIRA AFONSO 00308 318 E 332","PARI","3.145,00","2.602,70","514.741,18"
"1735","2011-0.082.739-7","R. Cel. Júlio Cesar Alpieri, 122","CIDADE ADEMAR","0,00","0,00","0,00"
"1736","2008-0.097.309-3","ES DO CAMPO LIMPO 05247 A 5263","CAMPO LIMPO","911,00","123,90","13.529,88"
"1737","2007-0.094.314-1","AV DO RIO PEQUENO 00302","RIO PEQUENO","1.050,00","224,07","61.484,81"
"1738","2011-0.052.971-0","R  SANTA ARCHELIA 99999 LT 12 QD H VL MA","JARDIM SAO LUIS","5.012,50","384,73","14.722,85"
"1738","2011-0.052.971-0","R  SANTA ARCHELIA 99999 LT 12 QD H VL MA","JARDIM SAO LUIS","5.012,50","865,60","59.624,61"
"1739","2011-0.154.679-0","R  GUIRATINGA 00954","SAUDE","2.983,41","1.491,66","391.038,67"
"1740","2011-0.314.788-5","R  PIRAPITINGUI 00080 ANTIGO 114","LIBERDADE","0,00","355,30","0,00"
"1741","2011-0.237.307-5","AV BRIGADEIRO LUIS ANTONIO 02707","VILA MARIANA","1.287,63","643,74","862.289,73"
"1742","2009-0.344.297-0","R  AZEVEDO MACEDO 00058","VILA MARIANA","600,00","300,00","158.760,00"
"1743","2011-0.205.331-3","R  CRISTIANO VIANA 00397","JARDIM PAULISTA","2.829,40","1.414,70","1.325.078,76"
